title,petitionId,signatureCount,signaturesNeeded,signatureProgress,url,created,deadline,description,isSignable,isPublic
"officially recognize November 13th as World Kindness Day. To join a compassionate global movement and further our image.","54640971eab72ab549000001",227,99773,0.227516462369579,"https://petitions.whitehouse.gov/petition/officially-recognize-november-13th-world-kindness-day-join-compassionate-global-movement-and-further/6v0gJxrS",2014-11-13T01:31:34.000Z,2014-12-13T01:31:34.000Z,,false,true
"observe Veterans Day like other holidays with the closure of all businesses and schools to honor America's veterans.","546294bf688938ff0c000000",872,99128,0.8796707287547414,"https://petitions.whitehouse.gov/petition/observe-veterans-day-other-holidays-closure-all-businesses-and-schools-honor-americas-veterans/Tk1lRvXj",2014-11-11T23:05:09.000Z,2014-12-11T23:05:09.000Z,,false,true
"Repeal the National Minimum Drinking Age Act","545fc19badfd95c124000000",393,99607,0.3945505837943116,"https://petitions.whitehouse.gov/petition/repeal-national-minimum-drinking-age-act/7lTpL19c",2014-11-09T20:41:00.000Z,2014-12-09T20:41:00.000Z,,false,true
"exonerate Arnold Abbott!","545cb5662bcfa3b97a000001",227,99773,0.227516462369579,"https://petitions.whitehouse.gov/petition/exonerate-arnold-abbott/QFd69SPK",2014-11-07T12:13:11.000Z,2014-12-07T12:13:11.000Z,,false,true
"Disclose UFO/Alien related documents","54599a88adfd954852000008",460,99540,0.4621257785814747,"https://petitions.whitehouse.gov/petition/disclose-ufoalien-related-documents/2jvRt8Kg",2014-11-05T03:43:49.000Z,2014-12-05T03:43:49.000Z,,false,true
"Change laws of FDA requiring companies to label for food allergens &amp; cross contamination on shared equipment.","5456970e704301d612000006",705,99295,0.7100055390503046,"https://petitions.whitehouse.gov/petition/change-laws-fda-requiring-companies-label-food-allergens-cross-contamination-shared-equipment/SJkrlGV8",2014-11-02T22:57:17.000Z,2014-12-02T22:57:17.000Z,,false,true
"Cancel school in Kansas if the Royals win the World Series","5451166ea9a0b1217d000000",1034,98966,1.044803265768042,"https://petitions.whitehouse.gov/petition/cancel-school-kansas-if-royals-win-world-series/KFPdT1PG",2014-10-29T16:32:47.000Z,2014-11-28T17:32:47.000Z,,false,true
"Award each woman in the video xSTOP WHITE GENOCIDEx the Presidential Medal of Freedom!","544fbcd26ce61c6707000000",210,99790,0.2104419280489027,"https://petitions.whitehouse.gov/petition/award-each-woman-video-“stop-white-genocide”-presidential-medal-freedom/R1B0vrDG",2014-10-31T04:34:02.000Z,2014-11-30T05:34:02.000Z,,false,true
"Revoke North Carolina's aggressive dog statutes, which exempt dogs engaged in a hunt from being charged with aggression.","544b09eb6ce61cd94c000001",377,99623,0.3784266685403973,"https://petitions.whitehouse.gov/petition/revoke-north-carolinas-aggressive-dog-statutes-which-exempt-dogs-engaged-hunt-being-charged/pTJnSbzw",2014-10-25T02:43:12.000Z,2014-11-24T03:43:12.000Z,,false,true
"To suspend the sentence of Shauntae Thomas to time served.","544845916889387920000000",219,99781,0.2194806626512061,"https://petitions.whitehouse.gov/petition/suspend-sentence-shauntae-thomas-time-served/2HknCx2x",2014-10-23T00:14:02.000Z,2014-11-22T01:14:02.000Z,,false,true
"Please acknowledge Avascular  Necrosis is a disability. Please help with funding to diagnose the disease early.","5445281600e579ac76000000",202,99798,0.2024088659091365,"https://petitions.whitehouse.gov/petition/please-acknowledge-avascular-necrosis-disability-please-help-funding-diagnose-disease-early/0PmlYFrh",2014-10-20T15:40:59.000Z,2014-11-19T16:40:59.000Z,,false,true
"Ask DOJ to immediately investigate Charles Koch's influence of Kansas City federal wire fraud conviction of Terry Brown.","5443c7a87043018b73000000",222,99778,0.2224939365391168,"https://petitions.whitehouse.gov/petition/ask-doj-immediately-investigate-charles-kochs-influence-kansas-city-federal-wire-fraud-conviction/4rLvKGmn",2014-10-19T14:22:30.000Z,2014-11-18T15:22:30.000Z,,false,true
"Allow kindergarten teacher Esther Johnson to remain in the United States.","54401a1aee140f297c000001",1581,98419,1.606397138763857,"https://petitions.whitehouse.gov/petition/allow-kindergarten-teacher-esther-johnson-remain-united-states/q88w466Z",2014-10-16T19:29:34.000Z,2014-11-15T20:29:34.000Z,,false,true
"To petition the government of Japan to end the dolphin drive hunt in Tajai Japan .","543f13007043019b64000000",2137,97863,2.183664919325996,"https://petitions.whitehouse.gov/petition/petition-government-japan-end-dolphin-drive-hunt-tajai-japan/CN6mTJWG",2014-10-16T00:41:05.000Z,2014-11-15T01:41:05.000Z,,false,true
"Why should Permanent Residents wait for more than two years for their family to get to USA ? Stop Family Separation","543e4fd86889380809000000",728,99272,0.7333387057780644,"https://petitions.whitehouse.gov/petition/why-should-permanent-residents-wait-more-two-years-their-family-get-usa-stop-family-separation/90fdGlCh",2014-10-15T14:33:04.000Z,2014-11-14T15:33:04.000Z,,false,true
"Drop Columbus Day as a federal Holiday, add election day as a replacement. There's nothing more American than voting.","543bec7a00e5791669000006",3835,96165,3.987937399261686,"https://petitions.whitehouse.gov/petition/drop-columbus-day-federal-holiday-add-election-day-replacement-theres-nothing-more-american-voting/C2PHl800",2014-10-13T15:34:00.000Z,2014-11-12T16:34:00.000Z,,false,true
"Proclaim the Second Saturday of March as National Narcolepsy Awareness Day as Part of National Sleep Awareness Week","54393b2eeab72a932a000000",479,99521,0.4813054531204469,"https://petitions.whitehouse.gov/petition/proclaim-second-saturday-march-national-narcolepsy-awareness-day-part-national-sleep-awareness-week/gjsTDwYj",2014-10-11T14:18:48.000Z,2014-11-10T15:18:48.000Z,,false,true
"Clemency for Robert Shipp-Life Sentence at Age 20 for 5 months Involvement in Nonviolent Drug Conspiracy-Served 21 yrs.","5435b61a7043013f7b000000",8376,91624,9.141709595739107,"https://petitions.whitehouse.gov/petition/clemency-robert-shipp-life-sentence-age-20-5-months-involvement-nonviolent-drug-conspiracy-served-21/95Xx89f5",2014-10-10T03:15:27.000Z,2014-11-09T04:15:27.000Z,,false,true
"bring back Otis Spunkmeyer cookies to school lunches.","543417e1688938ff24000000",347,99653,0.3482082827411117,"https://petitions.whitehouse.gov/petition/bring-back-otis-spunkmeyer-cookies-school-lunches/Q9BNwbfV",2014-10-07T16:43:10.000Z,2014-11-06T17:43:10.000Z,,false,true
"Officially arm the People's Protection Unit (YPG) of Syria to defend ISIS from destroying the Kobane community","54333befeab72acc20000003",46874,53126,88.23175093174717,"https://petitions.whitehouse.gov/petition/officially-arm-peoples-protection-unit-ypg-syria-defend-isis-destroying-kobane-community/MqkGM32Y",2014-10-08T15:58:15.000Z,2014-11-07T16:58:15.000Z,,false,true
"Free Carlos coy (spm)","5430186ea9a0b1b72c000001",5492,94508,5.811148262580945,"https://petitions.whitehouse.gov/petition/free-carlos-coy-spm/5BsMw0Tf",2014-10-04T15:56:47.000Z,2014-11-03T16:56:47.000Z,,false,true
"Ban all flights from Ebola-ridden countries in West Africa.","542dfbfe2bcfa36114000000",2469,97531,2.531502804236601,"https://petitions.whitehouse.gov/petition/ban-all-flights-ebola-ridden-countries-west-africa/YyNqBM2H",2014-10-03T01:33:07.000Z,2014-11-02T01:33:07.000Z,,false,true
"Stop allowing travel to and from the United States by people who have been in areas of Africa affected by Ebola.","542c3eb4adfd95d817000001",979,99021,0.9886791690651477,"https://petitions.whitehouse.gov/petition/stop-allowing-travel-and-united-states-people-who-have-been-areas-africa-affected-ebola/gqp9dqXF",2014-10-01T18:03:50.000Z,2014-10-31T18:03:50.000Z,,false,true
"Stop Funding Oil Company Profits With Taxpayer Dollars.
https://www.facebook.com/SFOCPWTD","542b71647043010e6d000000",254,99746,0.2546468028793135,"https://petitions.whitehouse.gov/petition/stop-funding-oil-company-profits-taxpayer-dollars-httpswwwfacebookcomsfocpwtd/Mq06FKqh",2014-10-01T03:36:00.000Z,2014-10-31T03:36:00.000Z,,false,true
"Immediately stop all incoming flights from Liberia and other West African countries where the Ebola virus is present.","542b542ceab72a6618000002",3833,96167,3.985774746014745,"https://petitions.whitehouse.gov/petition/immediately-stop-all-incoming-flights-liberia-and-other-west-african-countries-where-ebola-virus/vMRXPqz7",2014-10-01T01:12:44.000Z,2014-10-31T01:12:44.000Z,,false,true
"Use all legal means to free ukrainian soldier Nadiya Savchenko, who is a political prisoner of the Kremlin regime.","5429c74f704301497f000002",105385,0,100,"https://petitions.whitehouse.gov/petition/use-all-legal-means-free-ukrainian-soldier-nadiya-savchenko-who-political-prisoner-kremlin-regime/fBTSX7Tb",2014-09-29T20:58:49.000Z,2014-10-29T20:58:49.000Z,,false,true
"Stop selling any weapon to Hong Kong Police force because these weapons are used to attack peaceful citizens.","5427e2f72f2c88153c000006",1248,98752,1.263771872974725,"https://petitions.whitehouse.gov/petition/stop-selling-any-weapon-hong-kong-police-force-because-these-weapons-are-used-attack-peaceful/Kc3HGXLy",2014-09-28T10:34:02.000Z,2014-10-28T10:34:02.000Z,,false,true
"award the Armed Forces Expeditionary Medal, NDSM to members of the Armored Cavalry and supporting Units.","54250933a9a0b1787b000002",217,99783,0.2174719140534961,"https://petitions.whitehouse.gov/petition/award-armed-forces-expeditionary-medal-ndsm-members-armored-cavalry-and-supporting-units/LTYjjtmF",2014-09-26T06:49:41.000Z,2014-10-26T06:49:41.000Z,,false,true
"Grant a Presidential Pardon to Prisoner Bernard A. Brisco","54220836a9a0b15b71000000",1164,98836,1.177708527257275,"https://petitions.whitehouse.gov/petition/grant-presidential-pardon-prisoner-bernard-brisco/m12Jn37l",2015-01-11T04:58:51.000Z,2015-02-10T04:58:51.000Z,,true,true
"Save Kurds in Syria from ethnic cleansing.Urgent attacks against ISIS with safe heaven to protect Kurdistan are required","541fbaf57043012e68000004",350,99650,0.3512293025589563,"https://petitions.whitehouse.gov/petition/save-kurds-syria-ethnic-cleansingurgent-attacks-against-isis-safe-heaven-protect-kurdistan-are/ZrJRXpNS",2014-09-22T06:23:54.000Z,2014-10-22T06:23:54.000Z,,false,true
"THAT PRESIDENT OBAMA, BY EXECUTIVE ORDER,  SIGN AND PASS THE UKRAINIAN FREEDOM SUPPORT ACT OF 2014","541db25ceab72a5b78000000",338,99662,0.3391463145431559,"https://petitions.whitehouse.gov/petition/president-obama-executive-order-sign-and-pass-ukrainian-freedom-support-act-2014/R1YNDMBZ",2014-09-20T17:11:54.000Z,2014-10-20T17:11:54.000Z,,false,true
"Officially label and classify any variation of ""CopBlock.Org"" members as Domestic Terrorists with DHS.","541cb22aa9a0b1a20c000000",3559,96441,3.690339171099429,"https://petitions.whitehouse.gov/petition/officially-label-and-classify-any-variation-copblockorg-members-domestic-terrorists-dhs/tk9z7vyx",2014-09-19T23:02:27.000Z,2014-10-19T23:02:27.000Z,,false,true
"add Ehlers-Danlos Syndrome and all of its types to be qualified under SSI/SSDI","541a08602bcfa3701e000000",1259,98741,1.275052916215149,"https://petitions.whitehouse.gov/petition/add-ehlers-danlos-syndrome-and-all-its-types-be-qualified-under-ssissdi/F76GSBM6",2014-09-17T22:22:06.000Z,2014-10-17T22:22:06.000Z,,false,true
"INJUSTICE-Organ Harvesting. 5+years foreign bodies inside of my body, unable to report the crime without petition right.","54164a66688938266a000001",589,99411,0.5924897647141664,"https://petitions.whitehouse.gov/petition/injustice-organ-harvesting-5years-foreign-bodies-inside-my-body-unable-report-crime-without-petition/S9PKDhJx",2014-09-15T02:20:22.000Z,2014-10-15T02:20:22.000Z,,false,true
"Set Federal Guidelines for the Reduction or Elimination of Homework in Public Schools","5410f7bd6ce61c8425000001",196,99804,0.1963849144322873,"https://petitions.whitehouse.gov/petition/set-federal-guidelines-reduction-or-elimination-homework-public-schools/cRQR2pKF",2014-09-11T01:50:36.000Z,2014-10-11T01:50:36.000Z,,false,true
"Revoke the new ""Smart Snacks in School"" regulations","540f4eba6ce61cdb5f000001",680,99320,0.684655658477648,"https://petitions.whitehouse.gov/petition/revoke-new-smart-snacks-school-regulations/hr7Pz0Xz",2014-09-09T19:09:52.000Z,2014-10-09T19:09:52.000Z,,false,true
"US should stop supporting the illegitimate government with a fake mandate and foster genuine democracy in Pakistan","540b49c1ee140f9679000000",186,99814,0.1863466046847136,"https://petitions.whitehouse.gov/petition/us-should-stop-supporting-illegitimate-government-fake-mandate-and-foster-genuine-democracy-pakistan/2VyDTlD8",2014-09-06T17:55:17.000Z,2014-10-06T17:55:17.000Z,,false,true
"To charge Mckayla Maroney with production and possession of sexual material containing a minor.","54066ecd704301cd03000000",600,99400,0.6036217303822937,"https://petitions.whitehouse.gov/petition/charge-mckayla-maroney-production-and-possession-sexual-material-containing-minor/FQ0LnByd",2014-09-03T01:29:45.000Z,2014-10-03T01:29:45.000Z,,false,true
"Ask White House for Immediate Action to Rescue Ezidi Kurdish women Captured by ISIS","540474c46ce61c6f38000001",418,99582,0.4197545741198208,"https://petitions.whitehouse.gov/petition/ask-white-house-immediate-action-rescue-ezidi-kurdish-women-captured-isis/GtVjhRH2",2014-09-01T14:01:52.000Z,2014-10-01T14:01:52.000Z,,false,true
"Mr. President, Don't Backtrack, Step Up and Recognize the Rohingya","5400d969704301ba39000000",2114,97886,2.159655109004352,"https://petitions.whitehouse.gov/petition/mr-president-dont-backtrack-step-and-recognize-rohingya/KW3Q0Fb6",2014-08-29T20:50:42.000Z,2014-09-28T20:50:42.000Z,,false,true
"uphold the right of American Indians who are citizens of Canada to immigrate, as guaranteed by the Jay Treaty of 1794.","53fe448c00e579cf4b000000",279,99721,0.2797805878400738,"https://petitions.whitehouse.gov/petition/uphold-right-american-indians-who-are-citizens-canada-immigrate-guaranteed-jay-treaty-1794/2Y3jGqtj",2014-08-27T21:27:09.000Z,2014-09-26T21:27:09.000Z,,false,true
"The federal government should promote federal policies that encourage adoption of peer to peer ridesharing.","53fce1dcee140fa46b000002",16717,83283,20.07252380437784,"https://petitions.whitehouse.gov/petition/federal-government-should-promote-federal-policies-encourage-adoption-peer-peer-ridesharing/4hHXwHsf",2014-08-26T19:39:00.000Z,2014-09-25T19:39:00.000Z,,false,true
"Recognize International Celebrate Bisexuality Day.","53f94fdca9a0b12f3d000001",311,99689,0.3119702274072365,"https://petitions.whitehouse.gov/petition/recognize-international-celebrate-bisexuality-day/pq8mtnf0",2014-08-24T02:40:56.000Z,2014-09-23T02:40:56.000Z,,false,true
"Fire CIA Director John Brennan","53f4e33aadfd953f24000002",840,99160,0.8471157724889069,"https://petitions.whitehouse.gov/petition/fire-cia-director-john-brennan/K841gjhd",2014-08-20T18:08:16.000Z,2014-09-19T18:08:16.000Z,,false,true
"rescue the Yezidi women in Iraq who have been kidnapped by ISIL and are now being sold as wives and sex slaves.","53f37bc2704301843b000001",554,99446,0.557086257868592,"https://petitions.whitehouse.gov/petition/rescue-yezidi-women-iraq-who-have-been-kidnapped-isil-and-are-now-being-sold-wives-and-sex-slaves/TK7t5sgm",2014-08-19T16:38:39.000Z,2014-09-18T16:38:39.000Z,,false,true
"Save Ayatullah Nimr Baqir Nimr !","53f25a69eab72a0b07000003",1024,98976,1.034594245069512,"https://petitions.whitehouse.gov/petition/save-ayatullah-nimr-baqir-nimr/CSDqZvrW",2014-08-18T19:59:52.000Z,2014-09-17T19:59:52.000Z,,false,true
"Create a law to collect data, at the national level, and report on all unarmed civilian fatal encounters with police","53f12e1eee140fba78000001",787,99213,0.7932428210012801,"https://petitions.whitehouse.gov/petition/create-law-collect-data-national-level-and-report-all-unarmed-civilian-fatal-encounters-police/S9LFL88B",2014-08-17T22:41:00.000Z,2014-09-16T22:41:00.000Z,,false,true
"order the demilitarization of local police forces in cities in the United States of America.","53ed5839a9a0b1572a000000",1744,98256,1.774955219019704,"https://petitions.whitehouse.gov/petition/order-demilitarization-local-police-forces-cities-united-states-america/LmCGPNbV",2014-08-15T01:01:36.000Z,2014-09-14T01:01:36.000Z,,false,true
"STOP the decision by the US Air Force AETC to close and/or consolidate the US Air Force Security Forces Museum.","53ebe40d6ce61c8e4e00000a",2920,97080,3.007828594973218,"https://petitions.whitehouse.gov/petition/stop-decision-us-air-force-aetc-close-andor-consolidate-us-air-force-security-forces-museum/7HQSBnqf",2014-08-13T22:37:27.000Z,2014-09-12T22:37:27.000Z,,false,true
"Denounce ""AntiRacist Hitler""!","53ea5ba76ce61cc127000000",205,99795,0.2054211132822286,"https://petitions.whitehouse.gov/petition/denounce-antiracist-hitler/nyrDSbWj",2014-08-17T15:13:04.000Z,2014-09-16T15:13:04.000Z,,false,true
"Establish a detailed HOMICIDE UNIT FOR CITY OF WILMINGTON  in DELAWARE so gun violence and murders can be solved...","53e8d1477043018c42000006",179,99821,0.1793209845623666,"https://petitions.whitehouse.gov/petition/establish-detailed-homicide-unit-city-wilmington-delaware-so-gun-violence-and-murders-can-be-solved/69RZdDfW",2014-08-11T14:37:00.000Z,2014-09-10T14:37:00.000Z,,false,true
"remove Kurdistan Workers' Party (PKK) from the list of international terrorist organizations.","53e7e8647043010762000000",33064,66936,49.39643838890881,"https://petitions.whitehouse.gov/petition/remove-kurdistan-workers-party-pkk-list-international-terrorist-organizations/pxgNYqFD",2014-08-10T21:57:02.000Z,2014-09-09T21:57:02.000Z,,false,true
"Sanction South Africa for its genocide of White farmers","53e505cb704301af12000000",319,99681,0.3200208665643403,"https://petitions.whitehouse.gov/petition/sanction-south-africa-its-genocide-white-farmers/ZQV2Cfv5",2014-08-08T17:20:05.000Z,2014-09-07T17:20:05.000Z,,false,true
"JUSTICE FOR Shaneen Allen","53e30b3700e579b911000000",424,99576,0.425805414959428,"https://petitions.whitehouse.gov/petition/justice-shaneen-allen/HbmhDWDk",2014-08-07T05:25:52.000Z,2014-09-06T05:25:52.000Z,,false,true
"Research the viability of a Universal Basic Income in the US.","53e0ea0f00e579a502000000",535,99465,0.5378776454029056,"https://petitions.whitehouse.gov/petition/research-viability-universal-basic-income-us/gztPhVT0",2014-08-05T14:41:11.000Z,2014-09-04T14:41:11.000Z,,false,true
"Stop Armenia to violate casefire regime on the border of Azerbaijan!","53ded14ea9a0b19a0e000000",3244,96756,3.352763652900079,"https://petitions.whitehouse.gov/petition/stop-armenia-violate-casefire-regime-border-azerbaijan/sbD9shFC",2014-08-04T00:35:31.000Z,2014-09-03T00:35:31.000Z,,false,true
"Advancement For Lupus Research","53db780bee140f9766000001",230,99770,0.2305302195048612,"https://petitions.whitehouse.gov/petition/advancement-lupus-research/Y6Dpv9Wq",2014-08-01T11:30:38.000Z,2014-08-31T11:30:38.000Z,,false,true
"Stop Anti-Consumer Contact Lens Pricing Policies","53da50b0ee140fe313000000",312,99688,0.3129764866383115,"https://petitions.whitehouse.gov/petition/stop-anti-consumer-contact-lens-pricing-policies/wflVFlBn",2014-07-31T14:47:23.000Z,2014-08-30T14:47:23.000Z,,false,true
"Military POV Shipping Contract Review (International Auto Logistics)","53d71ab800e5791033000000",682,99318,0.6866831792827081,"https://petitions.whitehouse.gov/petition/military-pov-shipping-contract-review-international-auto-logistics/qCwbPcXS",2014-07-29T04:01:13.000Z,2014-08-28T04:01:13.000Z,,false,true
"Cut Foreign Aid to Israel","53d3bdd6a9a0b16939000002",1354,98646,1.372584798167184,"https://petitions.whitehouse.gov/petition/cut-foreign-aid-israel/MT2m5jGt",2014-07-26T14:42:43.000Z,2014-08-25T14:42:43.000Z,,false,true
"SUPPORTERS OF MIKE TURNER'S ""The Servicemember Family Protection Act""","53cff0c87043012f44000000",836,99164,0.8430478802791335,"https://petitions.whitehouse.gov/petition/supporters-mike-turners-servicemember-family-protection-act/B2DlMK7l",2014-07-23T17:31:25.000Z,2014-08-22T17:31:25.000Z,,false,true
"Direct the SEC to investigate the directors of Demoulas Super Markets Inc.","53cdbfd3adfd95b644000000",5113,94887,5.388514759661492,"https://petitions.whitehouse.gov/petition/direct-sec-investigate-directors-demoulas-super-markets-inc/FJg79YrH",2014-07-26T12:51:14.000Z,2014-08-25T12:51:14.000Z,,false,true
"HELP IN THE EFFORT TO FORCE MARKET BASKET
TO REINSTATE ARTHUR T. DEMOULAS AS CEO","53cd152aadfd95f919000003",299,99701,0.2998966911064082,"https://petitions.whitehouse.gov/petition/help-effort-force-market-basket-reinstate-arthur-t-demoulas-ceo/Kj9XjpHz",2014-07-21T13:38:27.000Z,2014-08-20T13:38:27.000Z,,false,true
"Tony the truck stop Tiger needs to go a sanctuary.  Where he can get vet care and be around other tigers.","53c9a687688938da1e000000",924,99076,0.9326173846340183,"https://petitions.whitehouse.gov/petition/tony-truck-stop-tiger-needs-go-sanctuary-where-he-can-get-vet-care-and-be-around-other-tigers/3Xbk8JRq",2014-07-18T23:20:15.000Z,2014-08-17T23:20:15.000Z,,false,true
"Lift the Imposed Sanctions on Izhmash &amp; Kalashnikov Concern","53c84f2d2f2c88f862000001",980,99020,0.989699050696829,"https://petitions.whitehouse.gov/petition/lift-imposed-sanctions-izhmash-kalashnikov-concern/HWHyZhdt",2014-07-17T22:42:32.000Z,2014-08-16T22:42:32.000Z,,false,true
"Save Lonnie's Western Room, a beloved Nashville staple at the heart of historic Printer's Alley.","53c6a0e2704301b559000004",281,99719,0.2817918350565088,"https://petitions.whitehouse.gov/petition/save-lonnies-western-room-beloved-nashville-staple-heart-historic-printers-alley/DCK3266j",2014-07-16T16:06:15.000Z,2014-08-15T16:06:15.000Z,,false,true
"Allow H1B approved cases to get Visa stamped in US","53c405e12f2c887462000001",2895,97105,2.981308892436023,"https://petitions.whitehouse.gov/petition/allow-h1b-approved-cases-get-visa-stamped-us/yLY9LmH8",2014-07-14T16:50:49.000Z,2014-08-13T16:50:49.000Z,,false,true
"Stop the Privatization of the United States Postal Service.","53c19dce6ce61c8f4b000000",459,99541,0.4611165248490571,"https://petitions.whitehouse.gov/petition/stop-privatization-united-states-postal-service/h9qkQ1vV",2014-07-12T20:48:44.000Z,2014-08-11T20:48:44.000Z,,false,true
"Impeach Puerto Rico's Governor: Alejandro Garcia Padilla / Impugnar el gobernador de PR Alejandro Garcxa Padilla","53c0185fee140f5d3e000000",215,99785,0.2154632459788546,"https://petitions.whitehouse.gov/petition/impeach-puerto-ricos-governor-alejandro-garcia-padilla-impugnar-el-gobernador-de-pr-alejandro-garcía/DS2kH3J8",2014-07-11T17:08:00.000Z,2014-08-10T17:08:00.000Z,,false,true
"Nullify laws that make it so that a male victim of rape has to pay child support to the rapist.","53befd7f704301ee50000001",1030,98970,1.040719409922199,"https://petitions.whitehouse.gov/petition/nullify-laws-make-it-so-male-victim-rape-has-pay-child-support-rapist/hDnM47YK",2014-07-10T21:00:21.000Z,2014-08-09T21:00:21.000Z,,false,true
"Protect Americaxs Bald Eagles: Make the Avian Protection Plan mandatory and don't allow killing by wind turbines.","53bd6157adfd95a805000001",331,99669,0.3320992485125767,"https://petitions.whitehouse.gov/petition/protect-america’s-bald-eagles-make-avian-protection-plan-mandatory-and-dont-allow-killing-wind/ndxXQpJL",2014-07-09T15:40:33.000Z,2014-08-08T15:40:33.000Z,,false,true
"FREEZE ALL AID TO ISRAEL UNTIL IT COMPLIES WITH INTERNATIONAL LAW &amp; HUMAN RIGHTS!","53b953eaadfd95656a000002",35002,64998,53.85088771962214,"https://petitions.whitehouse.gov/petition/freeze-all-aid-israel-until-it-complies-international-law-human-rights/774gHhDD",2014-07-06T14:40:47.000Z,2014-08-05T14:40:47.000Z,,false,true
"keep the requirement for nondiscriminatory hiring practices for ALL federal contractors -- even religious ones.","53b84b756889389116000000",926,99074,0.9346549044148817,"https://petitions.whitehouse.gov/petition/keep-requirement-nondiscriminatory-hiring-practices-all-federal-contractors-even-religious-ones/45dZpGC9",2014-07-05T19:08:58.000Z,2014-08-04T19:08:58.000Z,,false,true
"Explain to the American public that ""ANTI-RACIST IS A CODE WORD FOR ANTI-WHITE"" is a white supremacist hate slogan.","53b6aa82a9a0b13639000001",206,99794,0.2064252359861314,"https://petitions.whitehouse.gov/petition/explain-american-public-anti-racist-code-word-anti-white-white-supremacist-hate-slogan/XgtSyhhm",2014-07-18T00:34:33.000Z,2014-08-17T00:34:33.000Z,,false,true
"Appoint Tim Howard as the Secretary of Defense","53b3699a688938cb15000000",1297,98703,1.314043139519569,"https://petitions.whitehouse.gov/petition/appoint-tim-howard-secretary-defense/5cCzywS8",2014-07-02T02:30:40.000Z,2014-08-01T02:30:40.000Z,,false,true
"Allow Non-Violent Ex-Felons To Be (gainfully) Employed","53b2dac87043012639000005",371,99629,0.3723815354966927,"https://petitions.whitehouse.gov/petition/allow-non-violent-ex-felons-be-gainfully-employed/Qwyl0K2V",2014-07-01T16:14:55.000Z,2014-07-31T16:14:55.000Z,,false,true
"Teach public school children the truth: ANTI-RACIST IS A CODE WORD FOR ANTI-WHITE!","53b202d1adfd95d24b000000",226,99774,0.2265119169322669,"https://petitions.whitehouse.gov/petition/teach-public-school-children-truth-anti-racist-code-word-anti-white/Fb4g2rxK",2014-07-01T00:42:04.000Z,2014-07-31T00:42:04.000Z,,false,true
"remove the tax exempt status of all churches in the United States.","53b1a70fa9a0b1f169000000",1977,98023,2.016873590891934,"https://petitions.whitehouse.gov/petition/remove-tax-exempt-status-all-churches-united-states/SJ95WZzZ",2014-06-30T18:12:56.000Z,2014-07-30T18:12:56.000Z,,false,true
"approve Visas for e-sport team CIS","53ad97ce00e579c714000002",306,99694,0.306939234056212,"https://petitions.whitehouse.gov/petition/approve-visas-e-sport-team-cis/sJGy3L7q",2014-06-27T16:21:17.000Z,2014-07-27T16:21:17.000Z,,false,true
"give our foster children a fighting chance at a good life.","53ab959e6ce61c2b4f000001",335,99665,0.3361260221742838,"https://petitions.whitehouse.gov/petition/give-our-foster-children-fighting-chance-good-life/dwqkvhHH",2014-06-26T03:46:33.000Z,2014-07-26T03:46:33.000Z,,false,true
"implore the world's people concerned about China Wang Yan x","53aa13d8704301d74700000e",184,99816,0.1843391840987417,"https://petitions.whitehouse.gov/petition/implore-worlds-people-concerned-about-china-wang-yan-恳求全世界的人民关注中国王焰/CFhpJKlx",2014-06-25T00:20:02.000Z,2014-07-25T00:20:02.000Z,,false,true
"Pardon Charly Wingate","53a64915688938f60800000e",829,99171,0.8359298585271904,"https://petitions.whitehouse.gov/petition/pardon-charly-wingate/cJ0cntK7",2014-06-22T05:01:44.000Z,2014-07-22T05:01:44.000Z,,false,true
"Allow the AMERICA movie to be released in theaters on military bases around the world.","53a0c36d2bcfa38625000002",2127,97873,2.173224484791516,"https://petitions.whitehouse.gov/petition/allow-america-movie-be-released-theaters-military-bases-around-world/Z6yDyZrT",2014-06-17T22:46:43.000Z,2014-07-17T22:46:43.000Z,,false,true
"Do not house illegal aliens at Saint Paul's College in Brunswick County, VA.","539e456c7043017967000003",384,99616,0.3854802441374879,"https://petitions.whitehouse.gov/petition/do-not-house-illegal-aliens-saint-pauls-college-brunswick-county-va/nPs7zClr",2014-06-16T01:20:38.000Z,2014-07-16T01:20:38.000Z,,false,true
"Prohibit doctors from cutting off part of newborn babies' penises","539b1f246889388f5e000008",313,99687,0.3139827660577608,"https://petitions.whitehouse.gov/petition/prohibit-doctors-cutting-part-newborn-babies-penises/ZtHDwxNh",2014-06-13T15:58:36.000Z,2014-07-13T15:58:36.000Z,,false,true
"To Allow aged out derivative beneficiary of F3 &amp; F4 Family based  
petition to retain their parents old priority date.","5395ee78ee140fc176000002",235,99765,0.2355535508444845,"https://petitions.whitehouse.gov/petition/allow-aged-out-derivative-beneficiary-f3-f4-family-based-petition-retain-their-parents-old-priority/Z8tXJYll",2014-06-09T17:29:59.000Z,2014-07-09T17:29:59.000Z,,false,true
"Direct the Food and Drug Administration to require labeling of all food ingredients in prescription medications.","538f64732bcfa3a665000007",205,99795,0.2054211132822286,"https://petitions.whitehouse.gov/petition/direct-food-and-drug-administration-require-labeling-all-food-ingredients-prescription-medications/PqmdDtRK",2014-06-04T19:35:52.000Z,2014-07-04T19:35:52.000Z,,false,true
